age,gender,purchase_amount,tenure,churn
49,Male,1358889.39,79,0
49,Male,1813468.97,61,0
42,Male,1651541.49,34,0
64,Female,1763195.26,90,0
59,Female,1539791.53,6,0
43,Female,987202.06,27,1
40,Female,1506426.26,33,0
39,Female,1669794.13,88,0
19,Female,1626714.44,48,0
68,Male,1470059.17,13,0
38,Female,1578252.15,21,0
28,Female,1479932.41,100,0
43,Male,1433262.61,47,0
54,Male,1745712.98,59,0
45,Female,1301223.26,52,1
47,Female,1627731.43,57,0
25,Male,1842986.31,26,0
40,Male,1263002.41,96,0
44,Male,1535450.41,91,0
57,Female,1671776.7,83,0
55,Female,1419582.77,68,0
68,Male,1747912.3,39,0
68,Female,1126327.2,56,0
64,Male,1875977.28,60,1
57,Female,1664533.72,81,0
22,Female,1504325.3,83,0
41,Male,1736514.42,81,0
26,Male,1271370.99,78,1
38,Female,1733836.29,75,0
43,Male,1484417.5,87,0
50,Female,1354315.38,7,0
55,Female,1325922.68,81,0
37,Male,1479616.34,113,0
58,Male,1410333.79,115,0
23,Female,1463290.17,88,0
23,Female,1683269.76,79,0
21,Female,1892764.19,35,0
41,Female,1208137.39,88,1
35,Male,1679296.58,93,0
61,Female,1782934.7,99,0
58,Female,1445221.52,27,1
20,Female,1387523.97,76,0
33,Male,1238961.49,7,1
64,Female,1495740.63,109,0
52,Female,1525874.2,4,1
45,Female,1783380.73,41,0
35,Female,1710583.03,105,0
43,Female,1558102.64,42,0
60,Female,1239421.46,44,1
33,Male,1140810.79,115,0
45,Female,1615317.75,27,1
52,Male,1263114.27,81,0
36,Male,1506090.42,18,0
41,Female,1497945.33,113,0
61,Female,1652264.76,38,0
62,Female,1584660.69,19,0
40,Female,1427938.72,14,1
21,Male,1363038.49,58,0
61,Female,1610917.22,58,1
41,Female,1337373.93,25,1
39,Male,1033039.2,1,1
62,Male,1651567.17,79,0
32,Male,1408061.81,50,0
52,Male,1576638.16,38,0
56,Female,1351405.1,24,0
44,Female,1471213.18,49,1
46,Female,1352992.87,30,1
18,Female,1300774.36,3,0
61,Female,1625652.43,110,0
43,Male,1446948.41,100,0
28,Male,1741868.31,12,0
22,Male,1641764.8,77,0
38,Male,1557678.1,114,0
18,Male,1515896.22,98,0
18,Female,1708831.34,20,1
48,Female,1369332.85,37,0
30,Male,1415954.72,65,0
40,Male,1355321.03,63,1
35,Male,1514352.67,106,0
50,Male,1965582.91,85,0
44,Male,1195222.71,65,1
22,Male,1434443.3,56,0
62,Female,1350252.41,26,1
67,Male,1350466.35,26,0
45,Female,1394075.83,67,0
46,Male,1300151.66,71,0
30,Male,1405074.47,80,0
56,Male,1486962.8,76,0
30,Female,1731163.99,66,0
51,Male,1258376.99,43,0
63,Female,1443330.03,116,0
44,Male,1479093.75,100,0
41,Female,1759228.84,41,0
42,Female,1302516.14,43,0
45,Male,1520541.83,12,0
48,Male,1733409.91,79,0
24,Female,1703654.61,103,0
50,Female,1644915.01,102,0
40,Female,1613459.9,74,0
64,Male,1324110.72,91,0
65,Male,1435310.76,22,0
59,Male,1311923.08,28,0
60,Male,1273546.6,62,0
56,Male,953379.17,74,1
19,Female,1546406.05,16,1
67,Female,1547778.98,102,0
57,Male,1328016.38,115,0
18,Female,1703730.06,116,0
53,Male,1742803.02,65,0
69,Male,1597765.9,84,0
68,Male,1245292.15,102,0
22,Male,1612647.4,24,0
26,Female,1519231.66,104,0
20,Male,1388514.23,48,1
55,Female,1453441.17,94,0
54,Male,1510630.5,106,0
38,Male,1253941.23,1,1
43,Female,1649245.75,103,0
65,Male,1865507.23,62,0
36,Male,1390176.73,90,0
64,Female,1613393.33,116,0
42,Female,1687427.09,90,0
18,Female,1213948.37,74,1
38,Female,1528273.6,35,1
64,Female,1299914.82,119,1
26,Female,1296186.67,108,0
35,Male,1895890.78,107,0
25,Female,1428866.22,44,0
69,Female,2031901.97,90,0
51,Male,1427964.42,96,0
69,Female,1556052.72,78,0
43,Female,1392336.4,25,1
39,Male,1257594.2,13,0
43,Female,1187857.69,61,0
62,Male,1627029.87,27,0
49,Female,1121221.05,13,1
66,Female,1174871.19,80,0
31,Male,1652891.67,56,0
64,Female,1573592.34,46,0
33,Female,1720752.16,61,0
34,Male,1351418.2,98,0
49,Female,1586094.71,111,1
68,Male,1457371.22,52,0
45,Male,1624966.59,4,0
64,Female,1784385.39,75,0
44,Female,1238769.32,10,1
56,Female,1465529.97,108,0
54,Female,1612949.7,114,0
32,Female,1728862.25,4,0
37,Male,1419318.29,111,0
39,Female,1428878.14,50,1
23,Male,1276042.63,58,0
53,Male,1413536.2,58,0
50,Female,1222197.39,84,0
56,Female,1751419.3,101,0
56,Female,1360536.51,29,0
55,Female,1725204.62,58,0
37,Male,1299492.56,73,0
47,Female,1380300.11,99,0
55,Male,1394706.0,63,0
54,Female,1481728.92,106,1
49,Female,1639662.01,12,0
29,Male,1403584.02,18,1
38,Male,1436607.67,15,0
38,Female,1373313.11,68,0
57,Female,1793292.72,65,0
66,Male,1210750.68,62,0
22,Female,1641298.88,81,0
51,Male,1895383.25,50,0
65,Female,1388669.75,43,0
56,Male,1195946.95,45,0
32,Female,1423263.53,70,0
35,Male,1418160.13,52,1
68,Male,1099892.87,107,0
40,Female,1568284.31,86,0
32,Female,1578498.07,27,1
32,Male,1797495.37,76,0
43,Female,1665765.09,25,0
37,Male,1173058.63,21,1
32,Female,1751459.98,116,0
49,Male,1250941.05,25,0
18,Male,1567434.8,114,0
62,Female,1423022.5,78,0
34,Male,1605392.01,21,0
18,Male,1550010.47,100,0
25,Male,1331751.72,3,1
49,Female,1482326.21,22,0
18,Male,1558681.31,105,0
68,Male,1502954.29,113,0
41,Male,1368041.63,111,0
19,Female,1559464.22,110,0
39,Female,1708066.08,71,0
60,Female,1340760.43,58,0
68,Female,1839763.67,1,0
33,Female,1585258.61,15,0
69,Female,1727688.36,29,0
18,Female,1220187.13,39,0
65,Male,1252689.08,15,1
29,Male,1509039.1,50,0
48,Female,1396026.93,119,0
23,Female,1605145.76,11,0
64,Female,1770927.22,71,0
34,Female,1171888.3,8,1
38,Male,1512311.93,5,1
66,Female,1525546.49,59,0
43,Male,1264602.49,29,0
57,Female,1313821.6,59,0
35,Male,1651577.13,97,0
52,Male,1766117.67,47,0
54,Male,1579836.16,60,1
49,Female,1895914.3,98,0
42,Female,1370030.35,20,1
28,Male,1517342.47,13,0
67,Female,1242346.12,11,0
46,Male,1622484.72,74,0
37,Female,1596034.04,20,0
39,Male,1694540.15,80,0
42,Male,1635993.29,15,0
48,Male,1455322.67,51,1
58,Female,1352287.15,89,0
26,Male,1767682.42,79,0
49,Female,1280978.25,22,1
34,Male,1957898.05,87,0
42,Female,1935221.01,67,0
66,Female,1566903.18,110,0
30,Male,1688196.3,18,0
21,Female,1455639.67,88,0
69,Male,1591734.33,80,0
34,Female,1913308.98,61,0
33,Female,1454542.89,41,0
29,Male,1341920.44,83,0
46,Female,1710535.52,97,0
56,Female,1645172.7,88,0
26,Male,1566845.05,107,0
48,Female,1588455.58,118,1
30,Female,1256842.64,47,0
28,Male,1452987.99,41,0
65,Male,1692400.36,109,0
54,Female,1514602.77,8,1
20,Female,1366870.51,2,1
48,Male,1594182.79,50,0
32,Female,1491170.35,77,0
25,Female,1297495.86,99,0
43,Female,1171240.59,46,1
63,Male,1506992.09,14,0
58,Male,1369425.81,114,0
38,Male,1549555.19,6,0
18,Female,1646579.08,100,0
53,Female,1402619.32,93,0
46,Female,1431588.37,6,0
60,Female,1879780.5,93,0
18,Male,1664976.28,25,0
24,Female,1117313.81,8,1
39,Male,1683727.4,35,0
44,Male,1253662.62,26,1
50,Female,1320534.23,88,0
51,Male,1579060.81,3,0
24,Female,1288959.17,9,1
32,Female,1771108.42,10,0
25,Male,1482206.99,91,0
55,Female,1435054.93,77,0
51,Female,1546983.56,52,0
68,Female,1398831.3,26,1
42,Male,1595943.26,14,0
44,Female,1026631.2,103,1
55,Female,1416191.44,71,0
54,Male,1371959.72,102,0
37,Female,1173341.22,20,1
52,Female,1539538.05,9,1
61,Female,1621061.36,12,0
19,Male,1274577.44,71,0
38,Female,1582852.78,24,1
46,Female,1414100.34,23,1
24,Female,1336722.27,71,1
52,Male,1810524.62,6,0
52,Female,1786559.34,18,0
23,Female,1567307.74,49,0
69,Female,1606762.54,44,1
18,Male,1441060.29,96,0
64,Male,1358127.19,51,0
28,Male,1303415.97,7,1
51,Female,1481156.23,46,1
60,Male,1282971.49,51,0
67,Female,1696837.31,57,0
20,Female,1619776.61,57,0
21,Male,1211064.42,83,0
58,Female,1476087.3,64,0
66,Male,1509657.57,3,0
49,Male,1866482.57,113,0
51,Male,1408513.43,19,0
25,Female,1459414.49,17,0
59,Female,1236282.78,1,1
62,Male,1667606.05,16,0
62,Female,1534184.66,53,0
33,Female,1533322.28,34,0
55,Male,1453475.88,64,0
18,Male,1509613.42,44,0
45,Female,1528460.45,75,0
52,Male,1553848.17,49,0
54,Male,1538418.36,100,0
46,Female,1639738.83,100,0
41,Male,1265985.6,73,1
68,Female,1557042.78,17,0
62,Female,1383138.06,102,0
32,Male,1529998.66,31,0
34,Female,1417919.31,16,0
24,Male,1568090.66,74,0
29,Female,1601438.38,29,1
65,Female,1592854.37,21,0
44,Female,1345006.55,84,0
24,Female,1448626.72,39,0
31,Male,1744022.83,110,0
30,Female,1251436.62,71,1
48,Female,1458410.77,40,1
27,Female,1733408.52,118,1
63,Male,1509077.29,11,0
60,Female,1438920.01,43,0
65,Male,1433536.89,96,0
25,Male,1690073.45,90,0
51,Female,1480984.42,8,0
59,Male,1455009.48,100,0
61,Female,1402529.44,3,0
60,Male,1487290.53,72,1
64,Male,1506191.47,44,0
39,Female,1635974.21,119,0
47,Male,1280106.63,47,0
64,Female,1074733.23,18,1
28,Female,1430757.77,73,0
67,Female,1374777.95,79,0
42,Female,1682992.75,25,0
45,Male,1636707.9,32,0
58,Male,1462358.71,61,0
54,Male,1637825.66,93,0
52,Female,1895105.3,20,0
65,Male,1339347.51,101,0
63,Male,1640689.62,61,0
68,Male,1375517.11,9,0
36,Female,1452512.45,89,0
64,Male,1448688.68,9,0
24,Female,1256145.35,51,1
47,Male,1787048.68,10,0
37,Female,1221423.17,68,1
37,Male,1553777.81,66,0
23,Female,1622357.85,43,0
37,Male,1181369.07,76,0
60,Male,1432680.61,119,1
62,Female,1783564.81,116,0
23,Male,1519673.53,66,0
66,Male,1208259.7,113,0
36,Female,1269935.09,15,1
67,Male,1516952.89,58,0
56,Male,1289417.57,67,0
21,Female,1664725.46,54,0
23,Male,1676760.77,75,0
59,Female,1645953.02,2,0
49,Female,1565617.1,21,1
66,Female,1365081.53,92,0
35,Male,1352386.12,8,0
67,Male,1400015.69,74,1
48,Female,1425390.08,69,0
64,Male,1508541.23,95,0
24,Male,1507057.91,2,1
42,Female,1612649.81,12,0
37,Male,1571601.55,77,0
30,Female,1615021.88,73,0
24,Female,1526326.64,61,0
28,Female,1683115.78,9,0
40,Female,1702650.85,57,0
68,Male,1448502.6,44,0
50,Male,1675805.43,49,1
48,Male,1338436.81,35,0
26,Male,1521890.3,24,1
39,Male,1546006.93,88,0
57,Male,1406058.9,104,0
49,Male,1551692.91,17,1
48,Male,1437145.29,34,0
67,Male,1551013.1,83,0
53,Male,1586536.0,93,0
31,Female,1766097.44,58,0
56,Male,1736118.46,96,0
64,Female,1726575.81,12,0
64,Male,1964447.62,28,0
53,Male,1500096.01,61,0
28,Male,1555997.51,36,0
27,Female,1506861.68,57,0
55,Male,1517502.87,6,0
37,Male,1544951.23,98,0
53,Female,1276662.9,34,0
61,Female,1251649.49,83,1
24,Male,1723715.96,72,0
47,Female,1993237.12,31,0
54,Male,1546264.34,9,0
60,Male,1769810.61,65,0
46,Female,1250706.38,82,0
28,Male,1295294.29,72,0
57,Male,1636071.55,93,0
52,Male,1337904.97,83,1
43,Male,1464570.19,99,1
55,Female,1341406.01,36,1
25,Female,1543004.94,119,0
69,Male,1223967.25,31,1
67,Female,1446866.81,63,0
38,Male,1995049.73,48,0
67,Male,1271991.89,85,0
59,Female,1572218.17,38,0
25,Female,1608748.08,101,0
68,Female,2043090.45,80,0
36,Male,1273531.84,66,0
30,Female,1316505.11,91,0
48,Female,1684015.55,79,0
61,Female,1471789.13,32,0
53,Male,1664075.9,105,0
41,Male,1533148.83,39,0
51,Female,1636685.38,80,0
31,Male,1615807.1,78,0
30,Male,1495062.6,17,0
23,Female,1419213.5,45,0
33,Male,1945932.36,29,0
28,Male,1232655.42,56,0
57,Female,1620971.86,68,0
68,Male,1348173.87,88,0
53,Male,1292159.69,104,0
63,Female,1289786.68,58,0
54,Male,1456956.74,96,0
53,Female,1614980.71,78,0
46,Male,1487678.29,100,0
52,Male,1481454.9,67,0
22,Female,1536335.73,91,0
23,Female,1378283.31,97,0
31,Male,1363469.05,47,0
21,Female,1536751.36,1,1
35,Female,1141591.14,74,0
59,Female,1199047.96,68,1
46,Male,1440129.42,16,1
56,Male,1295700.45,11,1
48,Female,1432789.81,107,0
19,Male,1682683.19,34,0
50,Male,1836617.13,111,0
52,Female,1465595.43,69,0
28,Female,1675339.59,99,0
48,Female,1346204.86,3,1
39,Female,1449121.88,10,0
48,Male,1454689.43,84,0
54,Female,1562448.12,36,0
28,Male,1707433.32,51,0
38,Female,1448566.33,3,0
22,Male,1413418.93,63,0
59,Male,1351173.18,83,0
58,Female,1722882.11,77,0
56,Female,1479568.11,115,0
18,Male,1887656.41,73,0
46,Female,1290853.22,30,0
51,Female,1568309.65,55,0
62,Female,1510875.86,27,1
62,Male,1860072.09,85,0
65,Male,1735532.58,85,0
20,Male,1925456.25,6,0
62,Female,1834575.22,57,0
39,Male,1437075.53,39,0
27,Male,1219950.16,47,0
62,Male,1646795.19,113,1
67,Female,1472677.79,90,0
50,Female,1181347.99,21,1
37,Male,1466596.56,54,0
50,Male,1511794.76,104,1
18,Female,1374594.43,75,0
61,Male,1278403.55,114,0
43,Female,1287965.45,88,0
51,Male,1351488.83,14,0
68,Female,1677838.36,75,0
34,Male,1574886.37,34,0
63,Male,1476997.33,102,0
21,Female,1508462.08,11,0
43,Female,1103150.43,100,1
56,Female,1495962.05,72,0
31,Female,1601673.82,54,0
30,Female,1676752.69,67,0
23,Female,1625539.64,88,0
43,Female,1552895.19,83,0
18,Male,1653885.39,34,0
52,Female,1409168.98,108,0
30,Female,1196510.8,100,1
27,Male,1426356.12,38,0
24,Female,1644530.54,30,0
24,Male,1158191.99,43,1
42,Male,1737181.73,80,0
25,Female,1582759.88,13,0
55,Female,1446277.18,10,1
24,Female,1783970.86,8,0
63,Male,1315960.46,35,0
42,Female,1929620.1,52,0
57,Male,1657322.06,4,0
29,Female,1825238.0,100,0
27,Male,1452015.84,75,0
29,Female,1622567.45,119,0
37,Male,1364786.6,82,0
32,Female,1275016.75,94,0
64,Male,1684721.06,9,0
34,Male,1469012.34,89,0
46,Female,1272412.21,90,0
26,Female,1727398.5,11,0
44,Male,1420352.79,8,0
32,Male,1422820.19,113,0
18,Female,1501698.88,19,1
58,Female,1863054.08,76,0
51,Male,1215473.72,79,0
52,Female,1633900.03,106,0
64,Female,1462977.53,7,0
36,Male,1306649.99,15,1
61,Male,1250679.01,75,0
60,Male,1938174.22,110,0
33,Female,1425390.53,19,1
37,Male,1362280.1,60,0
20,Female,1392574.0,93,1
38,Male,1622474.14,17,0
34,Male,1532864.86,72,0
38,Male,1611179.53,103,0
67,Male,1437803.48,55,0
59,Male,1766550.04,81,0
19,Male,1395648.07,37,1
40,Male,1446414.95,69,0
64,Female,1426552.42,25,0
37,Male,1381547.86,34,0
68,Female,1328374.47,34,0
37,Female,1577949.45,84,0
36,Male,1545478.05,43,0
23,Male,1395015.66,84,0
38,Male,1641610.9,65,0
53,Male,1067513.44,48,1
37,Female,1505741.31,112,0
29,Male,1089192.97,60,1
35,Male,1676519.03,14,0
35,Male,1407240.22,31,0
32,Female,1285999.19,95,0
43,Male,1322571.11,86,0
19,Female,1601884.46,84,0
67,Female,1214019.02,118,1
68,Male,1263549.83,23,1
60,Female,1551426.33,16,0
32,Male,1566503.31,77,0
66,Male,1598845.07,91,0
21,Male,1593111.45,51,0
26,Male,1593581.61,74,0
34,Male,1834829.38,61,0
41,Female,1372739.95,77,1
46,Female,1396396.3,1,0
64,Female,1856730.16,40,0
21,Female,1111824.33,40,1
45,Female,1426561.66,12,1
47,Female,1634139.02,98,0
29,Female,1602173.29,114,0
18,Male,1717370.47,70,0
39,Male,1376648.43,6,0
34,Male,1765725.98,54,0
44,Male,1252455.54,56,1
46,Female,1601545.66,31,0
52,Male,1598418.75,53,0
68,Female,1284432.44,53,0
46,Male,1348759.81,98,0
22,Female,1635337.56,69,0
65,Female,1779578.62,37,0
39,Female,1447040.63,32,0
62,Female,1331755.82,77,0
67,Male,1986982.96,47,0
56,Male,1304539.89,79,0
48,Female,1169556.8,97,1
27,Female,1798295.85,87,0
37,Male,1667937.52,103,0
53,Female,2066508.98,64,0
69,Male,1087747.06,83,0
20,Female,1785403.84,107,0
66,Female,1639743.95,20,0
39,Male,1835291.19,83,0
63,Female,1459936.68,96,0
51,Male,1404525.19,52,0
36,Female,1353603.28,26,0
34,Male,1199879.11,4,1
26,Female,1577989.12,69,0
20,Female,1801919.0,70,0
62,Female,1079123.69,18,1
59,Female,1408686.63,61,0
49,Female,1702996.6,4,0
53,Male,1505871.02,90,0
69,Female,1480891.42,45,0
49,Male,1417666.18,91,0
53,Female,1445722.49,87,0
34,Male,1751744.73,103,0
69,Female,1606458.91,44,1
21,Female,1027040.38,75,1
26,Female,1992955.73,29,1
33,Female,1212086.23,103,0
66,Male,1394668.21,67,0
62,Male,1492730.49,91,0
69,Male,1511918.25,119,0
32,Male,1434796.5,38,1
20,Female,1562889.5,30,0
57,Female,1375414.7,8,1
46,Female,1655960.79,75,0
49,Male,1345720.04,93,0
57,Male,1235357.56,52,1
27,Male,1402219.31,68,0
48,Male,1596566.74,33,0
44,Male,1333128.68,10,0
50,Female,1592552.29,10,0
64,Female,1751930.01,103,0
31,Male,1458343.33,67,0
30,Male,2003578.03,41,0
43,Male,1888306.89,83,1
61,Female,1451512.38,83,0
63,Male,1670499.72,64,0
59,Male,1661563.49,52,0
35,Male,1303857.26,5,1
46,Male,1721746.44,101,0
67,Female,1499474.75,1,0
30,Female,1353961.98,89,0
32,Male,1672248.06,111,0
62,Female,1399613.98,116,0
62,Male,1617359.76,7,0
56,Female,1454978.52,99,0
56,Female,1717507.71,104,0
40,Male,1903913.37,30,0
49,Male,1574314.46,45,0
58,Male,1491839.5,10,0
40,Female,1648659.08,70,0
67,Female,1737714.12,79,0
59,Male,1081775.54,20,1
66,Male,1421279.5,13,0
49,Female,1719589.14,6,0
32,Female,1349360.11,22,1
49,Female,1614988.53,113,0
21,Male,1558867.32,68,0
28,Female,1159877.07,81,1
18,Male,1263016.63,105,0
24,Male,1678470.87,50,0
61,Female,1518454.35,8,0
45,Female,1712869.73,85,0
24,Female,1502841.04,55,0
65,Female,1555813.18,65,0
58,Female,1742019.96,26,0
28,Male,1289456.59,2,1
55,Female,1473098.85,55,0
32,Female,1590617.24,39,0
59,Male,1496967.62,42,0
54,Female,1500971.13,15,0
33,Male,1864944.31,113,0
31,Male,1606636.26,56,0
25,Female,1698376.91,15,1
23,Female,1579740.22,47,0
56,Male,1596069.42,74,0
23,Male,1537574.82,61,0
59,Female,1825778.88,44,0
30,Male,1218741.94,83,1
63,Male,1932197.77,4,0
40,Male,1656303.0,87,0
28,Male,1635580.29,72,0
31,Male,1468940.62,6,1
64,Male,1435936.51,3,0
26,Female,1823495.86,21,0
44,Female,1224898.44,20,1
62,Female,1674108.64,76,0
22,Female,1517380.41,103,0
33,Male,1603165.93,26,0
31,Male,1309242.63,38,1
59,Male,2006569.5,1,0
33,Male,1315751.48,14,0
23,Male,1426467.4,97,0
69,Female,1631074.81,109,0
56,Male,1500113.62,67,0
47,Female,1259932.29,38,1
22,Male,1486706.68,96,0
44,Male,1568657.89,49,0
54,Male,1327320.25,25,1
42,Female,1200636.61,90,0
40,Male,1730889.03,27,0
55,Female,1229148.22,9,1
45,Female,1664863.77,73,0
48,Male,1406506.21,1,0
38,Female,1653379.98,56,0
48,Female,1512765.7,8,1
34,Female,1571865.2,86,0
54,Male,1663257.77,88,0
38,Male,1276050.65,60,0
39,Male,1375010.47,74,0
31,Male,1623652.33,8,0
35,Female,1268080.53,94,1
44,Male,1327785.52,30,0
66,Female,1406026.77,80,0
39,Male,1398622.77,67,0
21,Female,1282652.46,36,1
18,Female,1384089.94,93,1
29,Male,1638364.38,111,0
22,Male,1300433.14,89,1
25,Male,1377772.28,58,0
41,Male,1414208.34,8,1
69,Female,1435882.88,20,1
58,Male,1622531.21,47,0
53,Male,1291898.99,75,0
36,Female,1406501.64,78,0
58,Male,1948992.66,110,0
47,Male,1399488.22,32,0
58,Female,1543791.72,114,0
60,Male,1608428.5,40,0
69,Female,1539372.0,20,0
65,Female,1569246.74,96,0
53,Male,1449188.05,70,0
18,Male,1545788.78,56,0
66,Female,1445255.82,66,0
59,Female,1381234.13,102,0
22,Male,1577788.85,64,0
38,Female,1315664.64,111,0
55,Male,1165241.0,84,1
57,Male,1867725.04,27,0
53,Male,1705344.47,10,1
48,Female,1633074.39,1,1
57,Male,1505871.14,3,0
46,Female,1378645.97,88,0
35,Female,1526523.47,53,0
30,Male,1740657.13,92,0
55,Female,1310080.47,95,0
56,Female,1548104.86,51,0
45,Female,1687700.96,28,0
38,Male,1297766.48,110,0
31,Male,1484331.97,35,0
24,Female,1540294.33,25,0
35,Male,1665478.02,24,0
49,Female,1474873.26,24,1
20,Female,1629103.32,32,0
29,Female,1618180.56,72,0
58,Female,1732677.55,34,0
63,Male,1383830.94,50,1
24,Female,1591324.17,25,0
49,Male,1503980.84,70,0
52,Male,1449851.75,52,0
30,Male,1455973.45,58,0
60,Male,1787251.78,46,0
62,Female,1303059.28,45,1
64,Female,1369833.37,58,0
28,Female,1439672.03,36,1
37,Female,1292758.92,83,1
39,Male,2154231.72,110,0
59,Male,1466843.66,64,0
51,Male,1422557.1,70,0
38,Female,1236099.42,81,0
66,Female,1862590.2,70,0
40,Female,1397323.02,6,0
47,Female,1501186.45,115,0
38,Female,1430683.58,30,0
64,Male,1513955.15,92,0
43,Male,1577195.48,119,0
29,Male,1489809.43,81,0
38,Female,1468034.21,101,0
60,Male,1361888.6,75,0
49,Female,1324526.95,31,0
51,Male,1545155.84,70,0
37,Female,1059157.95,36,1
19,Male,1524418.58,34,0
24,Male,1356904.84,114,0
20,Male,1775476.61,48,0
69,Male,1266703.01,82,0
55,Male,1577150.5,102,0
61,Female,1435259.72,62,0
57,Female,1897210.08,39,0
35,Female,1118673.94,93,1
41,Female,1479908.59,85,0
30,Male,1650474.57,86,0
57,Female,1392607.16,12,1
28,Female,1590611.79,69,0
26,Male,1319300.27,18,0
20,Female,1650024.37,15,0
25,Male,1377492.51,13,1
41,Female,1195477.12,13,1
18,Male,1489685.31,81,0
28,Male,1434979.91,59,0
58,Male,948157.87,117,1
68,Male,1262857.24,86,0
58,Female,1531630.72,23,0
37,Male,1373726.05,87,0
37,Male,1593511.36,8,0
54,Male,1361706.69,102,0
35,Female,1416386.38,112,0
54,Male,1721709.56,84,0
19,Male,1298160.51,86,0
57,Male,1601921.21,115,0
31,Male,1606390.17,86,0
46,Male,1590703.83,87,0
45,Male,1688202.09,49,0
41,Male,1769701.06,70,0
28,Female,1265578.69,103,0
18,Female,1609482.87,40,0
64,Male,1369447.81,118,0
27,Female,1366138.99,37,1
27,Female,1823193.67,94,0
45,Male,1445694.17,47,0
40,Male,1134481.76,3,0
64,Female,872229.48,118,1
30,Female,1626364.16,72,0
49,Female,1639263.4,55,0
24,Male,1714242.47,12,0
22,Female,1741255.89,79,0
53,Male,1295449.45,60,0
24,Female,1539235.24,96,0
40,Male,1642744.75,57,0
51,Male,1854513.26,56,0
29,Male,1416336.47,70,0
20,Female,1494964.36,109,0
23,Male,1764002.64,55,0
66,Female,1455784.74,86,0
61,Male,1479491.05,41,1
20,Male,1569529.19,107,0
46,Male,1190746.74,87,0
32,Male,1325378.45,95,0
62,Female,1423302.89,46,1
20,Female,1521967.95,118,0
64,Male,1335016.65,30,0
22,Male,1439899.75,87,0
64,Male,1492499.75,99,0
51,Female,1309344.52,113,0
69,Female,1606252.71,65,0
50,Female,1337306.24,77,0
46,Female,1626085.2,108,1
58,Male,1187217.05,34,1
53,Male,1651443.53,108,0
67,Male,1332280.74,36,0
69,Female,1647386.7,53,0
66,Female,1345434.95,37,1
59,Female,1528656.94,19,0
63,Male,1555090.03,13,0
27,Male,1250380.73,51,0
36,Female,1379648.54,83,1
29,Female,1607246.72,63,0
62,Male,1317217.98,88,0
22,Male,1608748.02,25,1
27,Female,1959199.08,99,0
29,Female,1133969.82,32,1
49,Female,1818140.99,90,0
24,Male,1204323.49,114,0
28,Male,1528657.5,113,0
29,Female,1422362.73,46,0
46,Female,1472149.16,63,1
19,Male,984972.88,8,1
40,Female,1595982.01,18,0
53,Female,1310509.19,112,0
51,Male,1017116.15,31,0
40,Female,1894557.86,49,0
36,Male,1624433.52,74,0
61,Female,1566095.66,107,0
27,Female,1314116.88,33,1
57,Female,1536776.9,96,1
32,Male,1780549.77,6,0
66,Male,1478089.01,66,0
55,Female,1310763.75,12,1
28,Female,1477241.83,9,0
54,Male,1460353.68,68,0
52,Female,1421223.21,10,0
57,Female,1488422.51,47,0
63,Female,1547213.84,92,0
26,Female,1568773.11,109,0
52,Male,1840406.69,36,0
39,Female,1590065.12,61,0
22,Male,1384172.44,71,0
25,Female,1433348.29,70,0
53,Male,1333426.99,52,0
33,Male,1612135.98,53,0
60,Female,1384463.24,27,0
40,Female,1626869.1,47,0
45,Female,1508555.2,105,1
43,Female,1459372.27,91,0
62,Female,1344919.85,39,0
61,Male,1165127.85,57,0
18,Female,1542932.71,6,1
37,Female,1670738.38,116,0
21,Female,1622220.12,51,0
40,Female,1664195.8,92,0
61,Female,1380385.47,24,1
25,Female,1532628.0,9,1
33,Male,1654173.88,42,0
46,Female,1540779.18,27,0
42,Male,1460903.52,56,0
19,Female,1650279.94,55,0
67,Female,1608769.82,118,0
45,Female,1589330.61,31,0
55,Female,1445903.91,34,0
69,Male,1364866.96,95,0
24,Female,1308335.03,13,1
29,Female,1545666.85,99,0
18,Female,1492778.05,91,0
47,Female,1284288.81,56,1
28,Female,1589081.28,61,0
69,Female,1128958.83,6,1
52,Male,1458874.69,73,0
19,Male,1704349.24,22,0
27,Male,1766892.36,98,0
43,Female,1515443.7,48,0
33,Female,1358488.07,100,1
48,Male,1361820.81,3,0
59,Male,1607288.24,90,0
43,Female,1431271.79,46,0
56,Female,1312724.81,82,0
67,Female,1373238.68,50,0
67,Male,1279575.75,26,1
39,Female,1450005.33,39,1
37,Male,1391955.46,76,0
34,Female,1449494.19,9,0
66,Female,1695117.07,24,0
35,Male,1870990.12,93,0
43,Female,1595838.23,22,0
35,Male,1344975.74,83,1
24,Male,1765980.02,97,0
44,Female,1046834.54,66,1
41,Male,1194520.2,84,0
67,Male,1547135.3,74,0
23,Male,1454162.93,4,0
48,Male,1483952.36,38,0
65,Female,1385405.27,42,0
35,Female,1708856.42,12,1
54,Female,1782668.19,65,0
56,Female,1599170.08,69,0
26,Male,1476987.96,60,0
53,Male,1858831.37,50,0
20,Male,1601766.86,70,0
19,Male,1626137.53,119,0
57,Male,1252057.33,100,1
54,Male,1652582.28,61,0
59,Male,1613128.5,63,1
35,Female,1718640.95,65,0
47,Female,1748777.04,33,0
28,Female,1575812.2,46,0
29,Male,1145267.02,95,0
42,Male,1606076.54,100,0
48,Female,1712484.08,13,0
44,Female,1276135.6,80,0
64,Female,1441190.55,54,0
